title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Личный помощник с функциями водителя,,Алматы,Alem Agro Holding (АлемАгро Холдинг),03-06-2024,Наличие водительских прав категории B и стажа вождения не менее 5 лет. Опыт работы личным водителем или личным помощником будет...,Выполнение функций личного водителя руководителя и его семьи (включая неплановые выезды). Управление автомобилем в условиях плотного городского трафика и на...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99927842
Водитель-экспедитор со своей автомашиной,650000 - 700000 KZT,Астана,ГлобалТорг,13-05-2024,,"Водитель-экспедитор наемный со своей автомашиной. Требуется наемный водитель экспедитор со своей автомашиной для доставки товаров по городу, заявки весом...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/97699187
Водитель-курьер в службу доставки CDEK,300000 - 450000 KZT,Павлодар,СДЭК - Павлодар,10-05-2024,"Пунктуальность, умение правильно рассчитывать время. Вежливость и неравнодушие. Если нужно, готов ответить на вопросы, предложить решения, помочь разобраться. Физическая выносливость. ","Доставлять и забирать посылки весом до 30 кг. Получать наличные деньги от клиента, работа с терминалом. Оформление накладных, упаковка посылок.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98671284
Курьер-водитель со своим авто.,300000 KZT,Астана,Staff-UP Consulting Group,05-06-2024,Наличие авто. Знание города. Вежливое и грамотное общение с клиентом. Ответственность и пунктуальность. Порядочность.,"Доставка заказов витаминов, бадов с пункта выдачи (склад в черте города) до клиента.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/101342905
Водитель категории B,150000 - 150000 KZT,Усть-Каменогорск,Сервис com,05-06-2024,Знание устройства автомобиля. Водительское удостоверение категории B. Ответственное отношение к работе.,Перевозка монтажной бригады. Доставка посылок. Закуп оборудования в черте города.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101356927
Водитель-экспедитор,300000 KZT,Усть-Каменогорск,ЭНПАС,04-06-2024,Знание города. Внимательность. Аккуратность.,Доставка продуктов питания по городу и области. Водитель-экспедитор.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101291806
Водитель,200000 - 250000 KZT,Алматы,Print Vision,31-05-2024,Опыт работы от 1 года до 3 лет.,Развозка документов. Развозка готовой продукций.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100825143
Водитель-экспедитор,300000 KZT,Алматы,Apple Tech Kazakhstan,31-05-2024,"Опыт работы на аналогичной должности от 1 года. Опыт работы на автомобилях с габаритами сравнимыми с а/м Газель, приветствуется. ",Доставка товаров и документов клиентам кампании. Забор товаров со склада поставщиков. Заполнение путевых листов. Материальная ответственность за перевозимый товар и...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100784246
Водитель с функцией комплектовщика,200000 - 250000 KZT,Шымкент,AISULU,02-06-2024,"Ответственный, исполнительный, неконфликтный человек, быстро обучающийся. Категория прав- В,С.","Осуществляет все работы, которые связаны с выносом, погрузкой, транспортировкой и выгрузкой имущества. Сборка и упаковка расходного материала в тару (коробки...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100967635
"Водитель на Газель (2,5 тонн) и на ГАЗон (5тонн)",,Уральск,УралМеталлинвест,03-06-2024,"Водительское удостоверение соответствующей категории (В, С). Опыт работы.","Обеспечение целостной и своевременной перевозки требуемых грузов. Обеспечение правильности размещения грузов в кузове или прицепе, а также проверка их надлежащего...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101055132
Водитель-Экспедитор малотоннажного транспорта,270000 KZT,Алматы,Alina Group,04-06-2024,"Стаж вождения от 5 лет и выше. Категория прав В,С. Отличное знание города Алматы и Алматинской области.",Осуществление доставки готовой продукции клиентам по г.Алматы и Алматинской области. Содержание рабочей служебной машины в чистоте и порядке. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101253059
Водитель-курьер на автомобиле работодателя,160000 - 300000 KZT,Алматы,Sotikon,04-06-2024,Хорошее знание города. Опрятный вид. Умение работать в команде. Вежливость. Порядочность. Ответственность. Трудолюбие.,Доставка заказов до двери клиента. Забор товаров со склада. Отправка заказов на регионы. Развозка корреспонденции. Упаковка товаров на регионы.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101281184
Водитель с л/а (замена батарей на электросамокатах),600000 - 1200000 KZT,Алматы,МАИР ГРУПП,03-06-2024,Ответственность.,Замена батарей в городе на электросамокатах. Проверка состояния самокатов в городе. Телефон на базе Android. Чистые счета без арестов(по...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/98568415
Водитель-экспедитор,300000 KZT,Алматы,TECHNODOM Operator (Технодом Оператор),05-06-2024,Стаж вождения грузовых машин от 2-х лет. Категория прав B - B1 - C - C1. Умение работать в команде. ,"Погрузка - разгрузка товара со склада. Выдача товара клиенту, поднятие товаров на этаж. Распаковка и демонстрация товаров. Работа с накладными , документацией.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101322377
Водитель,200000 KZT,Костанай,КазМетКор,30-05-2024,Ответственный. Неконфликтный. Коммуникабельный.,Перевозка. Погрузка.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/97071821
Семейный водитель с личным автомобилем,400000 KZT,Алматы,GT oil service,03-06-2024,Наличие личного автомобиля. Опыт работы семейным водителем более 3х лет. Опыт вождения на разных автомобилях. Опыт работы с детьми...,"Работа с членами семьи первого руководителя. Работа с детьми (школа, садики, кружки) - основная задача!!! Поездки по поручениям членов семьи (магазины...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100468800
Водитель-экспедитор на машине работодателя,300000 - 400000 KZT,Алматы,SIS NATURAL Kazakhstan,04-06-2024,Опыт работы водителем-экспедитором от 1 года (продукты питания). Категория водительских прав В С. Хорошее знание города. Вежливость и коммуникабельность. ,"Работа с накладными, сдача накладных в бухгалтерию в конце рабочего дня. Сдача товара клиентам по накладной, сбор возврата товара и...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99541521
Личный водитель,200000 - 200000 KZT,Астана,ОСК - Стройсервис,11-05-2024,Ответственность. Пунктуальность.,"Корректное и профессиональное вождение автомобиля по всем правилам, недопущение аварийных ситуаций, которые могут повредить жизни, здоровью и имуществу пассажиров. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98698017
Водитель с личным автомобилем (универсал),250000 - 250000 KZT,Кокшетау,Омельян И.А.,04-06-2024,Опыт работы водителем от 3 лет. Знание города. Автомобиль в исправном состоянии. Опрятный внешний вид. Пунктуальность. Ответственность. Поддержание автомобиля в...,Доставка товаров между сервисами. Встреча товара от поставщиков. Доставка товара по городу.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101266552
Водитель на газель,255000 - 255000 KZT,Астана,Торговая Компания Мегаполис-Казахстан,05-06-2024,Наличие водительского удостоверения категории «В» « ВС». Стаж вождения автомобиля (ГАЗЕЛЬ) не менее одного года. Возможность получать заработную плату через банковскую...,Развозка торговых представителей и товарно-материальных ценностей по торговым точкам на газели. Контроль за состоянием автотранспорта.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101304114
Водитель снабженец с личным транспортом,,Астана,Шанс,27-05-2024,"Ответственный ,с личным транспортом желательно автомобиль Ларгус.","Развозка утром и вечером сотрудников. Перемещение товара по магазинам,закуп ТМЦ по безналичному расчету.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100355189
Водитель - помощник геодезиста,300000 KZT,Атырау,AETS / Атырауэнерготехсервис,31-05-2024,"Опыт вождения разных видов техники. Категории прав B,C,D.","Безопасное вождение техники. Полное сопровождение геодезиста, а так же выполнение поручений геодезиста. Проведение разбивочных работ, составление разметки на местности в...","{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100780977
Водитель-охранник,300000 - 300000 KZT,Алматы,Sunrise Capital,10-05-2024,Оперативная и грамотная реакция на аварийные и чрезвычайные ситуации. Отличное знание города Алматы. Знание казахского языка.,,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/98689664
Водитель,150000 KZT,Актобе,Информстройсервис,04-06-2024,Категория D. Опыт работы.,"1. Обеспечить корректное плавное профессиональное вождение автомобиля. 2.Водитель обязан и может предвидеть любую дорожную обстановку, выбирать скорость движения и дистанцию...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101213169
Водитель-экспедитор,300000 KZT,Алматы,Меридиан HoReCa KZ,05-06-2024,Вовремя приходить на работу. Уметь ездить на механики.,"Порядок приема и сдачи грузов. Правила содержания автомобиля, ухода за кузовом и салоном, поддержания их в чистоте и благоприятном для...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101336747
Водитель с личным автомобилем,300000 - 330000 KZT,Астана,WHITE LINE,05-06-2024,Опыт работы водителем от 3 лет. Знание города. В исправном состоянии.,Отвозить документы по заказчика. Делать доставку товаров по заказчикам.,"{'id': 'flexible', 'name': 'Гибкий график'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101354756
Водитель,400000 KZT,Павлодар,GAS IMPEX KZ,13-05-2024,"Опыт работы водителем не менее 5-ти лет. Наличие допуска и опыта к перевозке опасных грузов. Права категории С, E. ",Транспортировка опасных груза.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/98756998
Семейный водитель,150000 - 150000 KZT,Алматы,Управляющая компания Diamond-1,01-06-2024,Стаж работы не менее 5-6 лет. Жильё в районе улиц Саина и Абая. ПУНКТУАЛЬНОСТЬ И ДИСЦИПЛИНА. Знание ПДД. ,Отвозить и привозить членов семьи. Выполнять личные поручения. Работа может возникнуть во внеурочное время и в выходные дни. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100921787
Водитель с опыт дольнобойщика,380000 - 380000 KZT,Алматы,SATA Logistics Group,21-05-2024,"Опыт работы на иномарках, камазы и ховы не подойдут. Опыт в ремонтах иномарок Скания Мерседес Вольво и тд. ",Мелко срочные ремонты делаем сами.,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/99662180
Водитель-экспедитор,200000 KZT,Уральск,Самоварчик,04-06-2024,,Развоз выпечки и тортов. Машина с кондиционером. Загрузка не менее 15 ящиков рейс.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101240950
Личный водитель,200000 KZT,Астана,ОСК - Стройсервис,24-05-2024,Ответственность. Пунктуальность.,"Корректное и профессиональное вождение автомобиля по всем правилам, недопущение аварийных ситуаций, которые могут повредить жизни, здоровью и имуществу пассажиров. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100024659
Водитель- экспедитор с личным авто,200000 - 400000 KZT,Алматы,ЕМВА,04-06-2024,Вежливое и корректное общение. Высокий уровень ответственности и дисциплинированности. Внимательность к деталям и аккуратность в работе.,"Точное выполнение расписания поездок. Пунктуальность и соблюдение времени прибытия. Заполнение отчетов о пробеге, расходе топлива и выполненных работах. ","{'id': 'flexible', 'name': 'Гибкий график'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101263972
Водитель - помощник геодезиста,300000 KZT,Кульсары,AETS / Атырауэнерготехсервис,31-05-2024,"Опыт вождения разных видов техники. Категории прав B,C,D.","Безопасное вождение техники. Полное сопровождение геодезиста, а так же выполнение поручений геодезиста. Проведение разбивочных работ, составление разметки на местности в...","{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100780978
Водитель автокары (вилочного погрузчика) Рыскулова-Аэродромная,260000 - 320000 KZT,Алматы,Рубикон SB,03-06-2024,"Опыт работы. Исполнительность, аккуратность.","Производить транспортировку, погрузку, выгрузку строительных материалов на дизельной автокаре Тойота, (автомат), дизель. Обеспечение безопасного вождения погрузчика, подъем и опускание груза. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101091131
Водитель-дальнобойщик,300000 - 300000 KZT,Астана,ЦВЕТЫ ОПТОМ,29-05-2024,"Знание тех. части автомобиля. Требования: Ответственность, пунктуальность. Умение работать в коллективе.",Перевозка грузов по Казахстану. 10% от попутного груза.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100580971
Водитель-экспедитор (продукты питания),350000 KZT,Алматы,MehKaz,14-05-2024,Знание города. Опыт работы не менее 2 лет. Соблюдение ПДД.,Прием и своевременная доставка товара. Работа с товарно - транспортными накладными. Проверка автомобиля перед началом рабочего дня и поддержание тех.состояния. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98907984
Личный водитель Руководителя,200000 - 250000 KZT,Караганда,Автоцентр Бахус,14-05-2024,Наличие водительских прав. Ответственность.,Обеспечивает своевременную подачу автомобиля. Обеспечивает технически исправное состояние закрепленного за водителем автомобиля. Управление транспортным средством с соблюдением всех ПДД для...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/98884548
Водитель-экспедитор,340000 - 350000 KZT,Шымкент,Эко-РБК,03-06-2024,"Личная, крытая машина на газе( желательно), длина кузова не меньше 4.20. Желание работать. Способность переносить виды и запахи крови.","Сбор медицинских отходов по готовому маршруту. Взвешивание отходов, заполнение простых накладных. Транспортировка медицинских отходов до базы. Выгрузка отходов совместно с...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101083137
Водитель-экспедитор,,Астана,ДХЛ ИНТЕРНЕШНЛ КАЗАХСТАН,02-06-2024,"Водительские права категории «В» или «В, С». Непрерывный водительский стаж не менее 3 лет. Базовые знания компьютерных навыков.","Быть вежливым с клиентом, не допускать грубости и нетактичного поведения. Знать продукты компании, предлагать их клиентам и уметь правильно разъяснить...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100998023
Водитель-курьер,250000 - 350000 KZT,Астана,ALITA-Astana,04-06-2024,"Стаж вождения не менее 5 лет, пунктуальность, порядочность.",Доставка готовых блюд из кафе до двери клиента.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101200261
Водитель бортовой а/машины,300000 - 600000 KZT,Алматы,TEPLOSTIL,03-06-2024,Опыт работа от 1 года. Навыки вежливого общения с клиентами. Навыки знания основных и общих узлов техники. Бережливая эксплуатация а...,"Осуществлять доставку продукции на манипуляторе марки Мерседес, длина борта 6м. ширина 2,5м. Ежедневная проверка состояния а\м...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98777547
Водитель,250000 - 250000 KZT,Алматы,FARM HOUSE & CO,04-06-2024,Опыт работы водителем от 3-х лет. Категория прав ВС. Ответственность и аккуратность в обслуживании транспортного средства.,Доставка товаров. Закуп товаров по списку. Погрузка и разгрузка товара. Соблюдение Правил дорожного движения и безопасности.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100640972
Водитель на самосвалы,350000 - 480000 KZT,Караганда,СМУ-5,03-06-2024,С опытом работы.,,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101131337
Водитель самосвала Shacman (Камаз),450000 KZT,Астана,ALAMAN COMPANY KZ,20-05-2024,Должен знать: -основы безопасности движения. -правила технической эксплуатации автомобилей (относящиеся к водителям). -порядок проведения технического обслуживания автомобилей и прицепов. -,"прохождение медицинского контроля. -получение наряда на перевозку грузов. -заправка автомобиля ГСМ. -осуществление контроля над погрузкой, разгрузкой и креплением груза. -","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99548075
Водитель-экспедитор,275000 - 310000 KZT,Усть-Каменогорск,Вариант УК,29-05-2024,Знание торговых точек города и ближних и дальних регионов. Пунктуальность. Ответственность. Водительские права.,Доставка товара по торговым точкам города и ВКО.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100608855
Агент по привлечению водителей,300000 KZT,Алматы,Inbox Group,04-06-2024,,"Агент по привлечению водителей. Чем нужно делать? Оффлайн формате находить водителей, помогать им в подключении к сервису Яндекс Про и...","{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101271145
Водитель-экспедитор,,Шымкент,"ФудМастер, ТМ",03-06-2024,"Наличие категории С, Е- обязательно. Перевозка жидких грузов -приветствуется. Вождение с прицепом не менее 3 лет. Ремонт и эксплуатация грузовой...",Сбор молока на МПП (молокоприемные пункты) отвечающего установленным требованиям. Контроль количества и качества доставляемого сырья. Техническое обслуживание закрепленного автотранспортного средств.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101077255
Водитель-курьер,200000 - 250000 KZT,Алматы,Маханов К.Ж. (NURSET smartfon),27-05-2024,"Отличное знание города. Ответственность, вежливость. Действующие водительские права категории В,C стаж не менее 1 года.",Доставка по городу. Сбор товара от компании по накладному. Контроль технического состояние автомобиля.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100291787
Водитель-экспедитор,300000 KZT,Алматы,БЕККЕР КОММЕРЦ,31-05-2024,"Ответственность. Честность. Знание города. Категория В, С, Д.","Доставка готовой продукций по торговым сетям. Разгрузка товара, ответственность за товар.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100780032
Водитель с личным авто,350000 - 350000 KZT,Алматы,Pipe-plast,27-05-2024,"Стаж вождения не менее 5 лет. Вежливость, опрятный внешний вид, пунктуальность. Автомобиль не старше 2019г.","Обеспечение безопасного и комфортного передвижения руководителя. Выполнение поручений руководителя, доставка документов и других личных предметов. Поддержание автомобиля в чистоте и...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100300844
Водитель-экспедитор,350000 - 390000 KZT,Алматы,Almatytrade,15-05-2024,,Компанияға водитель-экспедиторлар қажет. Жұмыс тұрақты. Айлығы жақсы және уақытылы төленеді.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99006185
Водитель с собственным автомобилем,,Астана,ПРОЕКТ ПИНТ,20-05-2024,"Дисциплинированный, пунктуальный, честный, ответственный. Отлично ориентируетесь по городу Астана. Наличие личного автомобиля обязательно. Имеет опыт работы в сфере вождения по...",Предоставление комфортного и безопасного вождения. Содержание авто в чистоте.,"{'id': 'flexible', 'name': 'Гибкий график'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99578987
Водитель,200000 - 250000 KZT,Алматы,SAN LIGHT,04-06-2024,Ответственность.,Доставка заказ клиентом. Исполнения поручени руководителья. Требования: Чистоты.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101219164
Водитель,300000 - 600000 KZT,Алматы,Апекс Авто,09-05-2024,Категория прав - B. Опыт работы в Яндекс Такси.,"Работать на автомобиле парка ""Апекс Авто"" в Яндекс Такси. Осуществлять работу через партнера Яндекс Такси ""Апекс Такси"".","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/97810080
Водитель-дальнобойщик,400000 - 700000 KZT,Астана,Жарбакова,30-05-2024,"Водитель транспортного средства должен знать: Назначение и устройство, принцип действия и работу агрегатов, механизмов и приборов обслуживаемых транспортных средств и...",,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/100687955
Водитель-экспедитор,372000 KZT,Алматы,АННА,04-06-2024,"Наличие прав категории В, С, D, E. - Опыт вождения грузового транспорта с прицепом. - Стаж вождения от 3-х лет вождения...","Выполнение поручений, связанных с производственной деятельностью компании. - Перевозка, доставка товаров покупателям (по Алматы). - Грузоперевозки по Казахстану (по необходимости). - ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99906239
Водитель-экспедитор,300000 KZT,Астана,TECHNODOM Operator (Технодом Оператор),04-06-2024,"Водительское удостоверение категории, соответствующей транспортным средствам, которыми будет осуществляться работа, категория В, С, опыт работы желателен. Коммуникативные навыки для взаимодействия...",Работа разъездного характера на автомобили компании. Транспортировка технического оборудования или товаров к клиентам или объектам обслуживания. Осуществление разгрузки и загрузки...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101264598
Водитель грузового транспорта,400000 KZT,Алматы,Guardian Logistics,04-06-2024,Опыт работы водителем на грузовых автомобилях. Водительские права категории Е. Ответственное отношение к работе и грузам. Знание основных технических аспектов...,Осуществление грузоперевозок в соответствии с графиком. Обеспечение безопасности груза и соблюдение правил дорожного движения. Техническое обслуживание автомобиля и контроль его...,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/101251580
Водитель-международник,,Алматы,Omegatruck (Омегатрак),04-06-2024,"Права категории СЕ. Свидетельство допуска к международным перевозкам, свидетельство ADR,Чип. Знание правил дорожного движения в Европейских странах. ",Водитель-международник. Перевозка грузов по странам Европы и ЕАЭС. Cамостоятельная работа с документами. Мелкий технический ремонт автомобиля. Прохождение таможенных процедур.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101262674
Водитель с личным автомобилем,250000 KZT,Алматы,Korea4u,04-06-2024,Ответственность. Коммуникабельность. Умение контактировать с людьми.,Доставка товаров по городу.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101251070
Водитель УАЗ,,Караганда,Горнопромышленная Транспортная Компания,05-06-2024,Наличие прав.,Обязанности:Управление легковыми автомобилями. Проверка технического состояния транспорта. Оформление путевых документов.,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101315046
Водитель-дальнобойщик,500000 KZT,Алматы,Lion Fruit,05-06-2024,"Чистоплотность, пунктуальность, честность, открытость.","Соблюдать правила подачи автомобилей под погрузку и разгрузку грузов, проверять соответствие укладки и крепления груза на автомобиле требованиям безопасности движения...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101325801
Личный водитель руководителя-телохранитель,,Астана,Almaty Rent,05-06-2024,Опыт работы водителем-телохранителем не менее 3 лет. Обучение и сертификаты в области охраны и безопасности. Отличные навыки вождения и...,Перевозка руководителя и обеспечение его безопасности. Анализ и планирование безопасных маршрутов. Реагирование на потенциальные угрозы и обеспечение защиты. Поддержание конфиденциальности. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100036026
Водитель на служебный автобус Мерседес Спринтер,300000 KZT,Алматы,EZS Центральная Азия,20-05-2024,Опыт работы вождения автобуса не менее 5ти лет (КАТЕГОРИЯ D). Знание казахского языка желательно. Знание английского языка желательно. ,Перевозка клиентов (участников мероприятий) компании по городу. Перевозка клиентов (туристов) компании по городу и за городом. Встречи/проводы в аэропорту. ,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/99531944
Водитель на эвакуатор с прицепом,,Алматы,Autolink Central Asia (Аутолинк Централ Азия),04-06-2024,"Опыт управления эвакуатором, серьезный, коммуникабельный, ответственный, пунктуальный, умеющий работать в команде единомышленников. Водительское удостоверение категории А, В, С, Е. ",,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101257730
Водитель-экспедитор,250000 - 400000 KZT,Караганда,METRO Cash&Carry (Kazakhstan),30-05-2024,Наличие водительского удостоверения ( права) категории В. Опыт работы водителем -экспедитором не менее 2-3 лет. Знание устройства дизельных автомашин. ,Получение товара (ТМЦ) на складе. Доставка ТМЦ по г. Караганды и области (клиентам). Ведение документооборота (накладные\маршрутные листы\ и .т...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100674705
Персональный водитель руководителя,,Алматы,TWO LINE SERVICES,04-06-2024,"Опыт работы водителем руководителя/семейным водителем более 3х лет. Ответственность, пунктуальность, надежность, аккуратное вождение.",Обеспечение своевременного и безопасного передвижения руководителя (основной маршрут: дом-работа-дом+выезды по работе). Содержание автомобиля в чистом и в технически...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101241741
Водитель-экспедитор,340000 - 370000 KZT,Астана,АIE logistics,21-05-2024,"Знание географии города. Умение работать с документами, наличие категорий прав - ВС. Высокий уровень ответственности. Стаж вождения. Умение работать в коллективе. ","Доставка товара в торговые точки города (большое количество наименований товара!). Оформление сопутствующей документации, сбор наличности. Содержание транспортного средства в соответствующем...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99665053
