title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Менеджер по продажам,71500 - 550000 KZT,Усть-Каменогорск,2ГИС-ОСКЕМЕН,09-08-2023,Обаятельный. Коммуникабельный. Обладаешь четкой и грамотной речью. Хочешь развиваться. Легкообучаемый. Энергичный. Настойчивый. Целеустремленный.,Найти клиента (есть холодная клиентская база). Позвонить и договориться о встрече. Подобрать клиенту эффективный рекламный пакет. Заключить договор с рекламодателем. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83976964
Мемолог/Контент-менеджер ниша SMM,1000 - 10000 RUR,Алматы,KOVALEV Digital Marketing,28-07-2023,,,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84185548
Менеджер по продажам автомобилей,350000 KZT,Алматы,White Label,29-07-2023,"1. Правильная Этика по отношению к самому себе, команде и к клиентам. 2. Готовность и желание ежедневно обучаться новым техникам...","3. Выполнение плана продаж. - Своевременный обзвон ГОРЯЧИХ, НОВЫХ заявок, входящих с таргетированной рекламы и популярных блогеров Казахстана. - Работа с клиентской...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84232044
Менеджер креативного отдела,200000 - 400000 KZT,Астана,BRAND MEDIA KAZAKHSTAN,10-08-2023,"Опыт работы в event, рекламных, маркетинговых, креативных агентствах от 1 - 3х лет. - Опыт управления проектной группой от 5-ти...",Разрабатывать концепции и сценарии он/офлайн-мероприятий B2B;- Презентовать концепции Клиентам. - Организовывать проекты от идеи до реализации. - ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84896333
Менеджер по продажам (Удаленно),300000 - 600000 KZT,Казалы (Кызылорд. обл),МЦФЭР-Казахстан,04-08-2023,,"Мы разрабатываем продукты для коммерческих и государственных учреждений: Выпускаем электронные и печатные журналы: Главбух, Кадровое дело и другие. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84528110
Менеджер по продажам компьютерной техники,300000 KZT,Астана,АК ЦЕНТ Микросистемс Норд,10-08-2023,"Знание рынка IT продуктов, и компьютерной техники). Знание 1С8 Торговля. Хороший уровень коммуникабельности. Пользователь ПК.",Обработка входящих/исходящих обращений в СРМ. Выставление счетов клиентам и формирование заказов.,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84866593
Менеджер по продажам,500000 - 1500000 KZT,Шымкент,ENRG,09-08-2023,10+ лет опыта. 400+ проектов. 400 000 м2 площади разработанных проектов. Нужно точно любить коммуникации с людьми...,Твоя главная задача – пригласить клиента на встречу в офис и подписать с ним договор. Далее коммуницировать с клиентам на протяжении...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83833729
Менеджер по работе с клиентами,300000 - 2000000 KZT,Алматы,initkz,02-08-2023,"Грамотная устная речь (свободное владение русским языком). Отличные коммуникативные навыки, эмоциональная устойчивость. Активность, желание хорошо зарабатывать, амбициозность. Умение работать в...",Проведение первичных переговоров с клиентами. Подготовка коммерческого предложения. Работа в CRM системе. Заключение договоров. Выставление счетов. Выезды на встречи.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84423290
Контент-менеджер/мейкер (со знанием языков),150000 - 300000 KZT,Алматы,TMT INC,10-08-2023,"НАШИ ПРЕИМУЩЕСТВА: - продуктивная и быстро развивающаяся команда, живущая в стиле Арбитража. - специалиста со знанием языков: русский в совершенстве казахский и...","разработка контент-стратегии и составление контент-плана. - анализ конкурентов, изучение статистики и ключевых трендов на рынке. - коммуникация между всеми специалистами...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84619253
Менеджер оформитель,210000 - 280000 KZT,Алматы,Subaru Motor Almaty,10-08-2023,"Высшее / средне специальное образование. Не менее 1 года в сфере услуг. Знание основ методов продаж. Знание языков: Казахский, русский свободный...","При обработке заказов проверяет полноту предоставляемых документов, наличие подписей, корректное внесение данных, полученных от отдела продаж. Оформляет пакет документов для...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84862283
Администратор / Менеджер зала,350000 - 390000 KZT,Алматы,JamBull,16-07-2023,опыт работы не менее 3 лет на позиции менеджера зала/администратор. - наличие сан. книжки. - умение грамотно и качественно руководить командой...,"умение продавать, техника продаж, проведение брифингов, работа с go/stop листами. - работа с плановыми показателями по продажам. - работа с агрегаторами...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82176611
Менеджер отдела госзакупа,300000 KZT,Алматы,NLS Kazakhstan,08-08-2023,"Коммуникативность, грамотная устная и письменная речь, богатый словарный запас. Желателен опыт работы в телекоммуникации. Желательно высшее образование.","Осуществляет мониторинг специализированных сайтов, торговых площадок по объявлению государственных и коммерческих открытых конкурсов, тендеров, электронных аукционов. Оценивает экономическую целесообразность участия...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84705674
Кассир-менеджер,200000 - 400000 KZT,Астана,НУРАЙ ТЕРМО,09-08-2023,"Знание 1С.8.2. Умение работать с касс.аппаратом, POS-терминалом. Знание документооборота(Товарные накладные, ЭСФ).","Работа с наличностью. Ведение касс.книги, документов. Подписание акт сверок. Консультирование клиентов.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84840926
Менеджер по работе с клиентами,200000 - 450000 KZT,Астана,РПК QAZAQ JARNAMA,25-07-2023,"Высшее, или среднее специальное образование. Желательно опыт работы в с полиграфической, рекламной сферы. Знание и опыт работы с компьютером. ","Работа с розничными клиентами в офисе и небольшими по городу. Подготовка КП, счет на оплату, выставление АВР, подписание договора. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/82919305
Главный менеджер службы экономики,481000 - 600000 KZT,Астана,ТЕМІРЖОЛ ЖӨНДЕУ,26-07-2023,Высшее профессионально (экономическое) образование. Стаж работы в должности экономиста не менее 6 лет.,"Сбор, обработка и анализ данных для расчетов экономических показателей предприятия. Подготовка оперативных и стратегических планов развития компании. Управление экономическими показателями...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/84058433
Бар-менеджер,,Астана,DIBA GROUP,11-08-2023,"Умение организовать работу бара. - Знание экономики бара и производственного процесса. - Понимание взаимосвязи между эффективностью работы, прибыльностью, ценой и качеством. - ",Быть частью команды.,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84722968
Проектный менеджер,250000 - 500000 KZT,Астана,ALUCON,07-08-2023,Наличие автомобиля. Грамотная устная и письменная речь. Знание казахского языка обязательно. Коммуникабельность. Активная жизненная позиция.,"Активные продажи, конструктив, встречи, переговоры.",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83190281
Офис-менеджер,160000 - 300000 KZT,Алматы,Zangar,18-07-2023,Ответственное отношение к своей работе. Готовность работать. Пунктуальность. Грамотная речь. Умение работать в команде. Владение ПК.,Работа с клиентами. Отвечать на звонки. Принимать заказы. Производить расчеты на заказы. Соблюдать чистоту в офисе.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83586666
Менеджер клиентской поддержки в чате,,Алматы,Алма Телекоммуникейшнс Казахстан ( ТМ АЛМА-ТВ),31-07-2023,"быстро печатаешь. - не принимаешь все близко к сердцу, можешь работать в стрессовых ситуациях. - хорошо знаешь русский, а возможно даже и...",,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84249320
Менеджер по снабжению,250000 KZT,Астана,Строй Электро KZ,07-08-2023,"способны ориентироваться в условиях современного рынка. - Продуктивны, умеете вести переговоры и хорошо ориентироваться в товарах и услугах?",,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84641786
Менеджер по продажам,150000 - 400000 KZT,Алматы,KAZMEDIA GROUP (КАЗМЕДИА ГРУПП),10-08-2023,Желание расти и развиваться. Дисциплинированность. Усидчивость. Ответственность. Коммуникабельность. Желательно со знанием города.,"Продажи. Желание продавать и нацеленность на результат. Предоставление профессиональной консультации. Работа с клиентами: прием заявок, совершение звонков, ведение клиентской базы...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84881702
Главный менеджер по Зарплатным проектам,160000 - 200000 KZT,Шымкент,ForteBank,11-08-2023,Навыки активных продаж. Высшее образование. Знание казахского и русского языка.,"Поиск и привлечение Клиентов по зарплатным проектам. Проведение презентации по продуктам и услугам Банка. Консультирование, ведение деловой переписки. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84927123
Администратор-менеджер по продажам в Студию коррекции фигуры и депиляции SLIM LABS,150000 - 350000 KZT,Астана,Темешбаева А.В,31-07-2023,Любовь к людям. Коммуникабельность. Ответственность и тактичность. Знание ПК на уровне пользователя. Готовность к обучением. Опыт работы приветствуется. ,"Продажа услуг студии (консультирование и запись клиентов). Работа с базой клиентов. Ведение кассы (прием оплаты, работа с терминалами и ККМ). ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84291021
Менеджер по продажам услуг,350000 KZT,Караганда,ZigZag Group,08-08-2023,"Не боятся отказов, уметь понимать причины сомнений клиента и работать с ними. Вести CRM систему грамотно. -Не нацелен на результат. -","Делать холодный обзвон. Качественно выявлять потребность у клиента и погружаться в их бизнес. Заключать сделки так, чтобы у клиента не...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84697810
Менеджер по ипотечному кредитованию / Менеджер по работе с клиентами / Кредитный менеджер,400000 - 1000000 KZT,Астана,Одобрен PROJECTS,08-08-2023,Проявление интереса к данной сфере и умение привлекать клиентов. Приветствуется опыт работы в банковской сфере.,Соблюдение графика работы и регламента компании.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84733569
Менеджер по работе с клиентами,,Алматы,Такеда Казахстан,29-07-2023,,"Поддерживать и развивать контакты с врачами и авторитетными специалистами. Взаимодействовать с ключевыми клиентами и медицинскими научными сообществами. Разрабатывать, координировать и...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82731324
Менеджер склада,350000 KZT,Астана,Завод ВМП Астана,18-07-2023,"Предыдущий опыт работы на складе, способность выполнять заказы точно и эффективно. Сильные лидерские качества и способность мотивировать и направлять команду. ",Обеспечивает сохранность складируемых товаров. Обеспечивает соблюдение режимов хранения. Готовит место для принятия грузов. Организует проведение погрузочно-разгрузочных работ на складе...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83586942
Менеджер продаж,250000 KZT,Астана,SEITOV A.K.,22-07-2023,"Мы - молодая перспективная компания с большим багажом знаний и опыта, на рынке с 2020 года. Опыт работы в продажах будет...","Чем занимается наша компания? Монтаж, сборка и установка душевых и ванных перегородок, межкомнатных дверей и перегородок, зеркал на любой вкус...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83835631
Менеджер по строительным объектам,230000 - 400000 KZT,Астана,Abilita/Абилита,24-07-2023,"Опыт работы на стройке ( будет большим плюсом). Среднее или высшее образование. Знание базовых компьютерных программ Exсel,Word. Знание этапов отделки...",Поиск строительных объектов. Составление коммерческих предложений(научим). Контроль работ на строительном объекте. Изготовление образцов для строительных объектов(желателен опыт в...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83925661
Sales менеджер,200000 - 1000000 KZT,Алматы,Альмаханов,26-07-2023,"Требуемый опыт работы: не требуется. - Ответственность. - Знание русского языка. - Опыт работы желателен, но не критичен. При желании и стремлении можем...","Обработка теплых и горячих заявок. - Предоставление информации об услугах компании. - Отработка возражений, дожимы. - Быстрое взаимодействие с руководством. 3. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84049873
Офис-менеджер,150000 - 200000 KZT,Темиртау,NORD Production Group,07-08-2023,Высшее образование. Опыт работы.,Регистрация входящей/исходящей корреспонденции. Ответ на звонки.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84671586
Менеджер по поддержке бизнеса,,Алматы,«Др. Реддис Лабороторис» Казахстан,08-08-2023,,Представление компании в государственных и квазигосударственных органах МЗ РК. Сопровождение и контроль с врачебными ассоциациями скриннинговых исследований населения на онкопатологию. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84735514
Менеджер в ресторан Del Papa,250000 - 500000 KZT,Алматы,AB Restaurants,02-08-2023,"Опыт работы в ресторанной сфере обязателен. Знание иностранных языков приветствуется. Коммуникабельность, стрессоустойчивость, честность и целеустремленность. Знание автоматизированных программ учета в...","Обеспечивает работу по эффективному и культурному обслуживанию посетителей ресторана, созданию для них комфортных условий. Консультирует гостей по вопросам предоставления услуг...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84401777
Офис-менеджер,200000 - 250000 KZT,Алматы,Агидель-Ас,03-08-2023,Навыки административно-хозяйственной деятельности. Знание основ делопроизводства. Знание деловой этики. Знание ПК и офисной техники. Грамотная речь. Пунктуальность. Аккуратность.,Встреча посетителей офиса. Организация совещаний и брифингов. Снабжение сотрудников офиса всем необходимым для их работы. Контроль расходов на офисные нужды. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84457167
HR менеджер в LOTOClub,350000 - 500000 KZT,Астана,FRIGG,03-08-2023,Умение составлять профиль должности. -Успешный опыт работы в области HR от 3-х лет. -Знание и владение технологиями подбора персонала. -,"Приём заявок на поиск и подбор персонала. Проведение индивидуальных собеседований. Составление описаний вакансий, формулировка требований к кандидатам. Работа с поступающими...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84517923
Менеджер по договорам,250000 - 250000 KZT,Алматы,Кузет и К,04-08-2023,"Высшее или среднее специальное образование. Грамотная письменная и устная речь. Свободное владение компьютером. Навыки составления юридических документов (договоров, писем, отчетов...","Помощь непосредственному руководителю (Начальнику отдела коммерческого развития): первичная подготовка документов, контроль за ходом их подписания, комплектация договорных дел. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84524952
Бренд - менеджер,250000 KZT,Костанай,Фирма Арасан,07-08-2023,"Высшее в области связи с общественностью, маркетинга, менеджмента, журналистики. Экономические знания: планирование, бюджетирование, эффективность затрат. Опыт работы бренд-менеджером в...","Осуществляет анализ рынка, определяет целевые потребительские сегменты рынка для предложения продукта. Разрабатывает стратегию продвижения продукта на рынок с учетом предложений...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84617669
"Менеджер отдела безопасности, охраны труда и окружающей среды",,Тараз,Сен-Гобен Строительная Продукция Казахстан,10-08-2023,"Высшее образование, опыт работы на руководящей должности и опыт работы на инженерно-технических должностях не менее 3 лет, знание казахского...",Определять потребности в обучении и организовывать обучение и тренинги для работников завода в области охраны труда и охраны окружающей среды. ,,Более 6 лет,Полная занятость,https://hh.ru/vacancy/84615423
Менеджер по туризму,100000 - 1000000 KZT,Астана,KONFOR TRAVEL,07-08-2023,"Знание географии и стран. Умение работы в ПК. Инициативность. Наличие опыта продаж. Умение общаться с клиентом, вежливость. Знание базового англ...",Работа с туристами. Организация и подбор тура. Оформление всех необходимых документов. Сопровождение туристов весь период поездки.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84639526
Менеджер call-центра,250000 - 500000 KZT,Алматы,Course,08-08-2023,,"Обработка горячей и тёплой базы клиентов, холодных звонков не бывает.",,Нет опыта,Полная занятость,https://hh.ru/vacancy/84701107
Менеджер по продажам,250000 - 500000 KZT,Астана,QazAgroLogistic,08-08-2023,Опыт работы в сфере продаж более 6 месяцев в сфере продуктов питания. - Навыки коммуникации с клиентами. - Желание много зарабатывать и...,Поиск новых клиентов. - Своевременная обратная связь клиентам.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84703390
Менеджер по работе с документами,150000 - 150000 KZT,Алматы,MYKHAT,10-08-2023,"Пунктуальность, внимательность, ответственность.",Работа с документами. Работа через приложение.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83277157
Менеджер по работе с клиентами,200000 KZT,Алматы,Текстиль Style,14-07-2023,"Высшее образование, опыт работы в аналогичной должности не менее 1 года, желателен опыт с сетевыми или оптовыми клиентами, ПК свободно...","Консультация клиентов по всем вопросам, связанным с реализуемой продукцией. Контроль и координация работы с клиентами (оформление, контролирование продаж клиентам через...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83414900
SMM-менеджер,250000 - 400000 KZT,Алматы,Симметрия,10-08-2023,Понимание принципов работы инструментов SMM и маркетинга (Опыт работы в SMM не менее 1 года). Грамотную русскую и казахскую речь. ,Ведение обратной связи с клиентами в течение сотрудничества. Постановка задач исполняющим сотрудникам. Выполнение KPI по пролонгациям.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84365719
Менеджер по работе с клиентами,420000 - 600000 KZT,Алматы,КОМПЬЮТЕРЫ ЗДЕСЬ,26-07-2023,Читайте внимательно: Требуются активные сотрудники понимающие в сфере IT. Высшее/средне-специальное образование в сфере IT. Опыт работы в продажах...,Активные продажи по телефону компьютерной техники и IT-решений корпоративным клиентам. Обработка запросов от клиентов. Консультирование клиентов. Ведение переговоров с...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82489401
Менеджер отдела подготовки,,Шымкент,Авиакомпания SCAT,31-07-2023,"Высшее образование, желательно с опытом работы в сфере преподавания. Знание английского языка обязательно. ( уровень Intermediate и выше). Аналитическое мышление.","Разрабатывать методические материалы для курсов, связанные с наземным обслуживанием и грузовыми перевозками на авиационном транспорте. Знать законодательные и нормативные правовые...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84266914
Визовый менеджер,200000 - 400000 KZT,Алматы,V&A Royal Education Services,01-08-2023,Коммуникативность и ответственное отношение к работе. Грамотная устная и письменная речь. Приветствуется знание английского языка и опыт работы с компьютером...,"Консультирование клиентов и предоставление полной информации по визовым вопросам. Прием, обработка документов, ведение баз данных, выдача готовых документов клиентам. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84350280
Менеджер (администратор инструментов финансовой поддержки),,Астана,Фонд развития предпринимательства Даму,04-08-2023,Высшее финансово-экономическое /юридическое образование. Стаж работы не менее 1 (одного) года. Рекомендация наличия опыта работы в банке или финансовой...,Обеспечение своевременного ввода информации по проектам конечных заемщиков в систему «Конфигурация 1С «Учет субсидий» (ввод информации по проекту конечного...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84553510
Менеджер-администратор языковой школы,200000 KZT,Алматы,Best English Club,24-07-2023,"Знающая два родных языка, владеющая английским на уровне не ниже, чем Intermediate (грамотная устная и письменная речь), любящая работать в...",Работа с людьми: интеллектуальное обслуживание клиентов. Консультирование клиентов по программам обучения. Составление расписание преподавателей. Выполнение плана продаж. Публикация информации в...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83933465
Менеджер по бронированию,300000 - 600000 KZT,Алматы,AMANAT FOOD & ARUD,09-08-2023,"Гиперответственность,коммуникабельность,стрессоустойчивость. Знание Сферы общепита.","Ответы на звонки и переписки через соц сети. Обработка данных,Бронирование столиков,Четкая консультация по брони.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84208247
"Менеджер-кассир ""NAPAPIJRI"", Mega Almaty",200000 - 400000 KZT,Алматы,True Trade,04-08-2023,"Желание работать и развиваться. Отличное знание программы Excel. Знание контрольно-кассового аппарата, правил ведения кассовой книги, составления кассовой отчётности. Коммуникабельность. ",Проведение кассовых операций. Консультирование и обслуживание покупателей. Подготовка и сдача отчётности. Работа с денежными купюрами.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84527924
Менеджер по продажам на проект республиканского значения.,,Астана,Товарищество с ограниченной ответственностью Шарын 2022,10-08-2023,"Владение правилами делового этикета, такими как соблюдение дресс-кода, правильная коммуникация с коллегами и клиентами, вежливость, уважительность, соблюдение субординации демонстрируют...","Проведение телефонных переговоров и встреч с потенциальными клиентами. Консультации по вопросам приобретения коммерческой недвижимости. Консультации по вопросам инвестирования, расчета окупаемости...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83419338
Менеджер по продажам канала HoReCa,300000 KZT,Алматы,Plum Tea,18-07-2023,Опыт работы в канале HoReCa (в гостинично-ресторанном бизнесе) обязателен!!! Знание базы торговых точек города/региона! Своя база действующих каналов...,"Консультирование клиентов по продукции или услугам. Работа с существующей клиентской базой. Поиск новых клиентов (презентация товаров или услуг, заключение договоров). ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83434180
Менеджер по продажам розничного отдела,300000 - 400000 KZT,Алматы,XLIKZ (Икс Эл Ай КЗ),03-08-2023,Уверенный пользователь ПК. Грамотная речь. Огромное желание зарабатывать и расти профессионально.,Работа со входящими заявками. Предоставлять клиентам услуги по продажам.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/84480456
Менеджер по работе с клиентами,200000 - 220000 KZT,Алматы,Рика,07-08-2023,Высшее образование. Опыт работы с клиентами. Грамотная речь. Легкообучаемость. Знание казахского и русского языков. Знание excel. Клиентоориентированность.,Работа с клиентской базой. Работа с возражениями. Ведение документооборота. Работа с программой.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83366993
Менеджер по маркетплейсам,100000 KZT,Алматы,Segizbay,25-07-2023,"Опыт работы в маркетплейсами Kaspi, Wildberries не менее 1 года. Грамотная устная и письменная речь. Знание русского языка. Быстрая обучаемость. ","Участвовать в совещаниях с руководителем, предлагать идеи по внедрению новых стратегий продвижений товаров на маркетплейсах КАСПИ ВАЛДБЕРИС ОЗОН. ",,От 1 года до 3 лет,Проектная работа,https://hh.ru/vacancy/84002888
Менеджер по продажам,400000 - 1000000 KZT,Алматы,Евакорт,10-08-2023,"Отличные навыки разговорного общения. Отличные навыки ведения переговоров. Трудолюбивый, конкурентоспособный, целеустремлённый. Опыт в продажах. Знание казахского и русского языка. ",В работу менеджера по продажам входит: Обрабатывать входящие заявки - делать исходящие звонки с целью продажи товара. Работа с базой - реанимация...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84567068
Менеджер по продажам в салон мягкой и дизайнерской мебели,350000 - 1000000 KZT,Алматы,MIRALUX.KZ,05-08-2023,"Умение найти подход и коммуницировать. - Только с опытом работы в продажах. - активность, желание зарабатывать. -Знания в мебели и дизайне интерьеров...","Менеджер по продажам в салон дизайнерской мягкой мебели miralux. Мебель класса премиум (кровати , матрасы, мягкие декор панели). Высокие чеки в...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83081519
Менеджер по продажам,200000 - 550000 KZT,Алматы,FAST-MARKET. KZ,09-08-2023,"Умение вести переговоры. Умеющий работать на результат. Желание развиваться. Грамотная речь, ориентация на клиента, умение находить общий язык с различными...","Производство трикотажных изделий и брендирования. - Изделия: толстовка(худи), свитшоты, поло, футболки, бейсболки, снэпы,маски, кителя,ЭКО-сумки(шоперы), фартуки, мед.форма...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84207500
Outsourcing manager (специалист по работе с подрядчиками),,Астана,ZTE,10-08-2023,Higher technical education. Project manager or partner management experience (telecom) for 2 years & more. English (Upper Intermediate / Advanced). ,Partner management and development. Searching and signing contracts with the Customers (organizations). Build friendly & reliable relationship with partners. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/84644899
Офис-менеджер,250000 KZT,Алматы,Медиахолдинг Partners Media Group,10-08-2023,Опыт работы не менее 1 года. Знание англ.языка. Ответственность. Желание развиваться.,Документооборот. Ведение жизнедеятельности офиса. Выполнение поручений руководителя.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84045674
Менеджер по продаже услуг (Подработка),50000 KZT,Усть-Каменогорск,Континен Сталь УКА,07-08-2023,Стрессоустойчивость. Упорство.,Поиск и обзвон клиентов (в основном холодные звонки).,,Нет опыта,Частичная занятость,https://hh.ru/vacancy/84625775
SMM-менеджер,250000 - 350000 KZT,Алматы,Рояль Кусто,27-07-2023,"Владение такими инструментами как: Meta ADS, Youtube Studio, Live Dune, Google Docs, Trello. Развитое критическое мышление, логика, эмпатия. ","Создание контент-плана. Постановка задач дизайнерам, копирайтерам. Постить посты, настраивать рекламу. Работа со СМИ, блоггерами. Продвижение в соцсетях (Telegram, Twitter). ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84161469
Менеджер интернет-магазина,,Алматы,Детский магазин Uti,27-07-2023,"Опыт работы с Kaspi.kz.;желателен, если нет можем обучить. Обладание навыками продавца, менеджера по продажам. Обладание личностными качествами: ответственность, доброжелательность...","Прием и обработка запросов через Kaspi-магазин. Прием входящих звонков от клиентов,предоставление детальной информации по товару (наличие или отсутствие...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84161670
SMM-менеджер/СММ-менеджер,200000 - 250000 KZT,Астана,САЙБО,04-08-2023,"Требуется специалист в ШТАТ, не удаленно! Не полный рабочий день! Опыт ведения инстаграм / в СММ более 1 года. ",Разработка стратегии продвижения. Разработка контент-плана и его реализация. Ежедневная съемка и размещение контента. Обработка видео/фото. Привлечение целевой аудитории...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/84525247
Менеджер по работе с VIP клиентами,500000 KZT,Астана,PIN-UP CRM (Liene),09-08-2023,"Имеет технику для удаленной работы: (Windows 10 или 11, разрядность системы: x64, и 8 гигабайт оперативной памяти на ПК). ","Поддерживать и развивать уровень лояльности VIP- клиентов. Предоставлять квалифицированные консультации по технической и финансовой части продуктов, используя каналы связи: онлайн...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83403992
